[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0]]
[[0.0, 0.0, -1.0, 4.203895392974451e-45], [0.0, 1.0, 0.0, -107374176.0], [1.0, 0.0, 0.0, -107374176.0], [-122661.0, 11.399999618530273, -812.8800048828125, -107374176.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-201.93228149414062, 1.474030613899231, 527.3358764648438, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-385.8127746582031, 7.3590989112854, 518.4171142578125, 0.0]]
[[0.6156622767448425, 0.0, -0.7880119681358337, 0.0], [0.0, 0.9999995827674866, 0.0, 0.0], [0.7880119681358337, 0.0, 0.6156622767448425, 0.0], [-856.2050170898438, 81.8929443359375, -286.836669921875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-119507.9375, 145.84487915039062, -40.486724853515625, 0.0]]
[[0.9271844625473022, 0.0, 0.3746068477630615, 0.0], [0.0, 0.9999999403953552, 0.0, 0.0], [-0.3746068477630615, 0.0, 0.9271844625473022, 0.0], [113.26521301269531, 106.27116394042969, 371.86004638671875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [126746.40625, 1882.9422607421875, -1024.7899169921875, 0.0]]
[[0.7547096014022827, 0.0, -0.6560590267181396, 0.0], [0.0, 1.0, 0.0, 0.0], [0.6560590267181396, 0.0, 0.7547096014022827, 0.0], [65.88459777832031, 174.2860870361328, 316.9621276855469, 0.0]]
[[-0.9455193281173706, 0.0, -0.32556822896003723, 0.0], [0.0, 0.9999982118606567, 0.0, 0.0], [0.32556822896003723, 0.0, -0.9455193281173706, 0.0], [274.5854187011719, 173.09628295898438, 153.04994201660156, 0.0]]
[[0.017452452331781387, 0.0, -0.9998493790626526, 0.0], [0.0, 0.9999998807907104, 0.0, 0.0], [0.9998493790626526, 0.0, 0.017452452331781387, 0.0], [306.64239501953125, 172.84852600097656, 233.49581909179688, 0.0]]
[[-0.37460699677467346, 0.0, -0.9271848797798157, 0.0], [0.0, 0.999999463558197, 0.0, 0.0], [0.9271848797798157, 0.0, -0.37460699677467346, 0.0], [-19.545751571655273, 176.80503845214844, 282.2806701660156, 0.0]]
[[-0.7313553094863892, 0.0, 0.6820001602172852, 0.0], [0.0, 1.0, 0.0, 0.0], [-0.6820001602172852, 0.0, -0.7313553094863892, 0.0], [190.67286682128906, 144.8625030517578, 168.920166015625, 0.0]]
[[0.9563048481941223, 0.0, -0.29237160086631775, 0.0], [0.0, 0.9999999403953552, 0.0, 0.0], [0.29237160086631775, 0.0, 0.9563048481941223, 0.0], [322.0758972167969, 103.96112060546875, 321.2917785644531, 0.0]]
[[-1.000001072883606, 0.0, 0.0, 0.0], [0.0, 0.9999998807907104, 0.0, 0.0], [0.0, 0.0, -1.000001072883606, 0.0], [361.795654296875, 172.24777221679688, 157.77003479003906, 0.0]]
[[-0.8386756777763367, 0.0, -0.5446420907974243, 0.0], [0.0, 0.999999463558197, 0.0, 0.0], [0.5446420907974243, 0.0, -0.8386756777763367, 0.0], [158.69244384765625, 145.85031127929688, 277.23931884765625, 0.0]]
[[0.0, 0.0, -1.0000009536743164, 0.0], [0.0, 0.9999996423721313, 0.0, 0.0], [1.0000009536743164, 0.0, 0.0, 0.0], [-375.690673828125, 351.1887512207031, 2073.017578125, 0.0]]
[[-0.9961957335472107, 0.0, 0.08715597540140152, 0.0], [0.0, 0.9999992847442627, 0.0, 0.0], [-0.08715597540140152, 0.0, -0.9961957335472107, 0.0], [129521.953125, 1612.59423828125, -1106.444091796875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [126280.6875, 1684.5394287109375, -2771.98291015625, 0.0]]
[[-0.17364811897277832, 0.0, 0.9848077893257141, 4.203895392974451e-45], [0.0, 1.0, 0.0, -107374176.0], [-0.9848077893257141, 0.0, -0.17364811897277832, -107374176.0], [125397.71875, 1630.43994140625, -3924.599853515625, -107374176.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-121542.1796875, -96.51083374023438, -775.6587524414062, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [3576.78076171875, 86.39834594726562, 117687.8359375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [438.0062561035156, 586.2789916992188, -774.469970703125, 0.0]]
[[0.017452530562877655, 0.0, 0.9998486638069153, 0.0], [0.0, 0.999998927116394, 0.0, 0.0], [-0.9998486638069153, 0.0, 0.017452530562877655, 0.0], [4686.244140625, 652.1848754882812, 210.64366149902344, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [176.3430938720703, 162.73529052734375, 224.24981689453125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [558.36865234375, 184.46249389648438, 2001.423095703125, 0.0]]
[[0.9999995827674866, 0.0, 0.0, 0.0], [0.0, 0.9063093662261963, 0.4226188063621521, 0.0], [0.0, -0.4226188063621521, 0.9063093662261963, 0.0], [3574.38671875, -102.61930084228516, 117439.7265625, 0.0]]
[[0.9999995827674866, 0.0, 0.0, 0.0], [0.0, 0.9063093662261963, 0.4226188063621521, 0.0], [0.0, -0.4226188063621521, 0.9063093662261963, 0.0], [3603.016357421875, -97.9900131225586, 117937.5546875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [3573.7900390625, -132.95570373535156, 117448.296875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [3598.951171875, -117.17341613769531, 117936.734375, 0.0]]
[[0.9999995827674866, 0.0, 0.0, 0.0], [0.0, 0.9063093662261963, 0.4226188063621521, 0.0], [0.0, -0.4226188063621521, 0.9063093662261963, 0.0], [4270.6298828125, 180.0, 117084.203125, 0.0]]
[[0.9999995827674866, 0.0, 0.0, 0.0], [0.0, 0.9063093662261963, 0.4226188063621521, 0.0], [0.0, -0.4226188063621521, 0.9063093662261963, 0.0], [4223.4365234375, 179.47813415527344, 117541.1015625, 0.0]]
[[0.9999995827674866, 0.0, 0.0, 0.0], [0.0, 0.9063093662261963, 0.4226188063621521, 0.0], [0.0, -0.4226188063621521, 0.9063093662261963, 0.0], [4126.2919921875, 177.1271209716797, 118020.28125, 0.0]]
[[0.9999995827674866, 0.0, 0.0, 0.0], [0.0, 0.9063093662261963, 0.4226188063621521, 0.0], [0.0, -0.4226188063621521, 0.9063093662261963, 0.0], [3487.77001953125, 174.86541748046875, 118248.53125, 0.0]]
[[0.9999995827674866, 0.0, 0.0, 0.0], [0.0, 0.9063093662261963, 0.4226188063621521, 0.0], [0.0, -0.4226188063621521, 0.9063093662261963, 0.0], [2956.110107421875, 176.0, 118044.3984375, 0.0]]
[[0.9999995827674866, 0.0, 0.0, 0.0], [0.0, 0.9063093662261963, 0.4226188063621521, 0.0], [0.0, -0.4226188063621521, 0.9063093662261963, 0.0], [3729.291015625, 179.0, 117101.3984375, 0.0]]
[[0.9999995827674866, 0.0, 0.0, 0.0], [0.0, 0.9063093662261963, 0.4226188063621521, 0.0], [0.0, -0.4226188063621521, 0.9063093662261963, 0.0], [3758.291748046875, 599.9514770507812, 117149.3984375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [2954.02978515625, 136.1109619140625, 118040.7265625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [3485.993408203125, 136.1109619140625, 118247.6328125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4123.111328125, 136.1109619140625, 118019.359375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4223.373046875, 142.72689819335938, 117538.484375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [3224.91357421875, 134.05564880371094, 117103.28125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [4268.5712890625, 141.76649475097656, 117084.8671875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [3721.505126953125, 592.9207763671875, 117130.296875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [3168.082275390625, -16.725984573364258, 117658.7578125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [3730.56640625, 146.14013671875, 117107.1484375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [5451.35986328125, 7.079999923706055, 232.55999755859375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [3583.708984375, 598.7045288085938, 117671.703125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [3757.505126953125, 713.1856689453125, 117166.296875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [3424.6005859375, 592.920654296875, 117230.828125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-121061.8046875, -92.17393493652344, -65893.5, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-121129.9765625, 285.6358337402344, -65885.0546875, 0.0]]
[[0.9743700623512268, 0.0, -0.22495104372501373, 0.0], [0.0, 1.0, 0.0, 0.0], [0.22495104372501373, 0.0, 0.9743700623512268, 0.0], [-121129.9296875, 273.84027099609375, -65775.984375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [39.05795669555664, 176.14535522460938, 214.62051391601562, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-121135.921875, 273.6557312011719, -65938.625, 0.0]]
[[0.9612621068954468, 0.0, 0.2756374478340149, 0.0], [0.0, 0.9999999403953552, 0.0, 0.0], [-0.2756374478340149, 0.0, 0.9612621068954468, 0.0], [-120051.6484375, 74.02271270751953, -2979.198974609375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-120752.6953125, 96.58980560302734, -63802.31640625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-121444.671875, -19.31999969482422, -66030.71875, 0.0]]
[[1.0, 0.0, 0.0, 4.203895392974451e-45], [0.0, 1.0, 0.0, -107374176.0], [0.0, 0.0, 1.0, -107374176.0], [-850.6799926757812, -233.63998413085938, 1391.760009765625, -107374176.0]]
[[0.9848100543022156, 0.0, -0.1736491173505783, 0.0], [0.0, 0.9999992847442627, 0.0, 0.0], [0.1736491173505783, 0.0, 0.9848100543022156, 0.0], [-818.7603149414062, -257.9773254394531, 1307.4635009765625, 0.0]]
[[0.766045093536377, 0.0, -0.6427879929542542, 0.0], [0.0, 1.0, 0.0, 0.0], [0.6427879929542542, 0.0, 0.766045093536377, 0.0], [5279.10498046875, 1361.6165771484375, 5131.7626953125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [123959.046875, 1517.6356201171875, -1668.98046875, 0.0]]
[[1.0, 0.0, 0.0, 4.203895392974451e-45], [0.0, 1.0, 0.0, -107374176.0], [0.0, 0.0, 1.0, -107374176.0], [-120793.1953125, 322.55999755859375, -65778.0, -107374176.0]]
[[1.0, 0.0, 0.0, 4.203895392974451e-45], [0.0, 1.0, 0.0, -107374176.0], [0.0, 0.0, 1.0, -107374176.0], [-121522.8046875, 254.04000854492188, -65905.796875, -107374176.0]]
[[1.0, 0.0, 0.0, 4.203895392974451e-45], [0.0, 1.0, 0.0, -107374176.0], [0.0, 0.0, 1.0, -107374176.0], [-121058.40625, 396.0, -66152.40625, -107374176.0]]
[[1.0, 0.0, 0.0, 4.203895392974451e-45], [0.0, 1.0, 0.0, -107374176.0], [0.0, 0.0, 1.0, -107374176.0], [-121181.0390625, 141.0, -65439.59765625, -107374176.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-121480.578125, 687.4639282226562, -66461.1328125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-121965.6953125, 411.94158935546875, -65905.0625, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-122001.7265625, 411.83709716796875, -65435.1953125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-122060.8671875, 411.6619873046875, -65682.9921875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-120303.71875, 312.3397216796875, -65377.3125, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-120209.0859375, 312.1950378417969, -65584.6484375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-120888.3125, 687.4981689453125, -66422.1484375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-121195.5703125, 687.5690307617188, -66530.1875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-120278.8984375, 312.359375, -65833.3671875, 0.0]]
[[1.0, 0.0, 0.0, 4.203895392974451e-45], [0.0, 1.0, 0.0, -107374176.0], [0.0, 0.0, 1.0, -107374176.0], [-121486.8046875, 254.04000854492188, -65869.796875, -107374176.0]]
[[1.0, 0.0, 0.0, 4.203895392974451e-45], [0.0, 1.0, 0.0, -107374176.0], [0.0, 0.0, 1.0, -107374176.0], [-120757.1953125, 322.55999755859375, -65742.0, -107374176.0]]
[[1.0, 0.0, 0.0, 4.203895392974451e-45], [0.0, 1.0, 0.0, -107374176.0], [0.0, 0.0, 1.0, -107374176.0], [-121145.0390625, 141.0, -65403.59765625, -107374176.0]]
[[1.0, 0.0, 0.0, 4.203895392974451e-45], [0.0, 1.0, 0.0, -107374176.0], [0.0, 0.0, 1.0, -107374176.0], [-121022.40625, 413.4000244140625, -66116.40625, -107374176.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [-122527.5390625, -95.50714111328125, -262.87359619140625, 0.0]]
[[0.9993909001350403, 0.0, 0.03489949554204941, 0.0], [0.0, 1.0, 0.0, 0.0], [-0.03489949554204941, 0.0, 0.9993909001350403, 0.0], [712.638671875, 42.647789001464844, 531.844482421875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [625.2412719726562, 32.275733947753906, 527.8972778320312, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [531.3531494140625, 29.64360809326172, 498.8023376464844, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [796.8984985351562, 14.62563419342041, 534.4431762695312, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [34.60166549682617, 43.232704162597656, 621.9866333007812, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [994.2897338867188, 750.9613647460938, 708.5309448242188, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [126003.9921875, 1824.2093505859375, -1850.412109375, 0.0]]
[[0.7771463394165039, 0.0, -0.6293206214904785, 0.0], [0.0, 0.9999997019767761, 0.0, 0.0], [0.6293206214904785, 0.0, 0.7771463394165039, 0.0], [126265.7890625, 1687.2083740234375, -2639.60888671875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [125532.4921875, 1063.1383056640625, 1096.359130859375, 0.0]]
[[-0.5446404814720154, 0.0, 0.8386725187301636, 0.0], [0.0, 0.9999980926513672, 0.0, 0.0], [-0.8386719822883606, 0.0, -0.5446404218673706, 0.0], [125875.0078125, 1652.8544921875, -3552.415771484375, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [125650.5625, 1651.81640625, -3768.0263671875, 0.0]]
[[-0.9945218563079834, 0.0, 0.10452843457460403, 4.203895392974451e-45], [0.0, 1.0, 0.0, -107374176.0], [-0.10452843457460403, 0.0, -0.9945218563079834, -107374176.0], [-564.47998046875, 205.9199981689453, 1718.159912109375, -107374176.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [368.5897521972656, 72.38176727294922, 411.3321838378906, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [129243.234375, 1610.842041015625, -2733.780029296875, 0.0]]
[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [127601.1171875, 1585.198974609375, -4694.705078125, 0.0]]
[[0.9876897931098938, 0.0, 0.15643471479415894, 0.0], [0.0, 0.9999994039535522, 0.0, 0.0], [-0.15643471479415894, 0.0, 0.9876897931098938, 0.0], [127365.4296875, 1584.426513671875, -4866.32568359375, 0.0]]
[[1.0000016689300537, 0.0, 0.0, 0.0], [0.0, 0.9999994039535522, 0.0, 0.0], [0.0, 0.0, 1.0000016689300537, 0.0], [127226.6953125, 1584.4271240234375, -4945.5693359375, 0.0]]
[[0.4383721947669983, -0.140602707862854, -0.8877305388450623, 0.0], [0.0, 0.9876877069473267, -0.1564343422651291, 0.0], [0.8987962603569031, 0.06857650727033615, 0.43297505378723145, 0.0], [127007.8359375, 1611.1717529296875, -4880.19189453125, 0.0]]
